lat :, 3540.54850 , log :, 13922.21360,
lat :, 3540.54561 , log :, 13922.21329,
lat :, 3540.54413 , log :, 13922.21323,
lat :, 3540.54290 , log :, 13922.21321,
lat :, 3540.54235 , log :, 13922.21303,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :, 3540.54526 , log :, 13922.20350,
lat :, 3540.54420 , log :, 13922.20545,
lat :, 3540.54383 , log :, 13922.20596,
lat :, 3540.54291 , log :, 13922.20599,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :, 3540.52568 , log :, 13922.20985,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :, 3540.52309 , log :, 13922.21319,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :,  , log :, ,
lat :, 3540.52518 , log :, 13922.21232,
lat :, 3540.52548 , log :, 13922.21307,
lat :, 3540.52591 , log :, 13922.21436,
lat :, 3540.52582 , log :, 13922.21436,
lat :, 3540.52664 , log :, 13922.21362,
lat :, 3540.52608 , log :, 13922.21580,
lat :, 3540.52585 , log :, 13922.21610,
